timestamp,yaw_odo,roll_odo,pitch_odo
1136050911000,1.2066154479980469,-0.15917319059371948,0.15326730906963348
1136050923000,1.2058823108673096,-0.16882021725177765,0.15069642663002014
1136050931000,1.2055538892745972,-0.16619668900966644,0.135961651802063
1136050943000,1.2072422504425049,-0.1591821312904358,0.0976257175207138
1136050955000,1.2050199508666992,-0.14822210371494293,0.03601612523198128
1136050963000,1.207565188407898,-0.14176802337169647,-0.030600186437368393
1136050971000,1.2091904878616333,-0.1315920203924179,-0.1251731514930725
1136050983000,1.2098644971847534,-0.12911370396614075,-0.2909625768661499
1136050991000,1.2128136157989502,-0.12518782913684845,-0.41037723422050476
1136051003000,1.212897777557373,-0.11864575743675232,-0.6243951916694641
1136051011000,1.211221694946289,-0.11511525511741638,-0.7913687825202942
1136051027000,1.2144373655319214,-0.09778287261724472,-1.178464651107788
1136051031000,1.2153429985046387,-0.09537463635206223,-1.2822107076644897
1136051043000,1.2157551050186157,-0.08529217541217804,-1.6193326711654663
1136051051000,1.2139723300933838,-0.07717660814523697,-1.870955228805542
1136051063000,1.2108047008514404,-0.06439592689275742,-2.2703301906585693
1136051071000,1.2102274894714355,-0.05038521811366081,-2.5481324195861816
1136051083000,1.2112663984298706,-0.03306275233626366,-2.9710588455200195
1136051091000,1.2142714262008667,-0.018318329006433487,-3.267228603363037
1136051103000,1.2127546072006226,-0.000573118741158396,-3.7449934482574463
1136051111000,1.2142035961151123,0.006702545564621687,-4.080572605133057
1136051123000,1.2135374546051025,0.020946364849805832,-4.590925693511963
1136051131000,1.2109237909317017,0.03434162214398384,-4.933518886566162
1136051147000,1.2078169584274292,0.0649685189127922,-5.623219966888428
1136051151000,1.2061283588409424,0.07406515628099442,-5.801492691040039
1136051163000,1.2048704624176025,0.09475865215063095,-6.358039379119873
1136051171000,1.201729655265808,0.10901495814323425,-6.741253852844238
1136051183000,1.2009103298187256,0.13188967108726501,-7.306222438812256
1136051191000,1.2006784677505493,0.14802563190460205,-7.677298069000244
1136051203000,1.2009265422821045,0.17664358019828796,-8.238486289978027
1136051211000,1.197633981704712,0.19467368721961975,-8.622666358947754
1136051223000,1.1952155828475952,0.21914096176624298,-9.202059745788574
1136051231000,1.195322871208191,0.24064718186855316,-9.587778091430664
1136051243000,1.187522053718567,0.2735573649406433,-10.15896987915039
1136051251000,1.183666706085205,0.29377204179763794,-10.543279647827148
1136051263000,1.1799556016921997,0.3179731070995331,-11.125460624694824
1136051271000,1.1752758026123047,0.3344058692455292,-11.513130187988281
1136051283000,1.1698671579360962,0.3567645847797394,-12.089032173156738
1136051291000,1.1648257970809937,0.3784882426261902,-12.476948738098145
1136051303000,1.1578704118728638,0.4129924178123474,-13.052041053771973
1136051311000,1.1559146642684937,0.4303789734840393,-13.424857139587402
1136051323000,1.1547926664352417,0.4558149576187134,-13.981520652770996
1136051331000,1.1519198417663574,0.46718332171440125,-14.362964630126953
1136051343000,1.1490970849990845,0.4874189794063568,-14.929935455322266
1136051351000,1.144579291343689,0.49659085273742676,-15.301292419433594
1136051363000,1.1425797939300537,0.5055259466171265,-15.8440523147583
1136051371000,1.1428219079971313,0.5037299394607544,-16.207368850708008
1136051383000,1.1412297487258911,0.504481852054596,-16.746505737304688
1136051391000,1.1373072862625122,0.509589672088623,-17.10382843017578
1136051403000,1.1321974992752075,0.508746325969696,-17.641613006591797
1136051411000,1.1298859119415283,0.5014066100120544,-18.008264541625977
1136051423000,1.1248779296875,0.48282715678215027,-18.547061920166016
1136051435000,1.1176609992980957,0.46521034836769104,-19.069454193115234
1136051443000,1.1132376194000244,0.4486983120441437,-19.409351348876953
1136051451000,1.115288496017456,0.42645394802093506,-19.755773544311523
1136051463000,1.1220992803573608,0.3916422128677368,-20.269624710083008
1136051471000,1.1215394735336304,0.3688298761844635,-20.614681243896484
1136051483000,1.1226288080215454,0.3222448527812958,-21.1304988861084
1136051491000,1.1231502294540405,0.28660932183265686,-21.46314811706543
1136051503000,1.1181765794754028,0.2284412384033203,-21.90656280517578
1136051511000,1.1123265027999878,0.19345209002494812,-22.175777435302734
1136051523000,1.1129937171936035,0.13543640077114105,-22.559207916259766
1136051531000,1.1115179061889648,0.10092708468437195,-22.800050735473633
1136051547000,1.1104508638381958,0.032421838492155075,-23.20148277282715
1136051551000,1.110848069190979,0.014799746684730053,-23.283720016479492
1136051563000,1.1120020151138306,-0.031512219458818436,-23.5052433013916
1136051571000,1.1145331859588623,-0.06055457890033722,-23.632888793945312
1136051583000,1.1103200912475586,-0.10368913412094116,-23.78229331970215
1136051591000,1.1070036888122559,-0.13138972222805023,-23.857866287231445
1136051603000,1.109263300895691,-0.17599359154701233,-23.94526481628418
1136051611000,1.1088166236877441,-0.19962675869464874,-23.983163833618164
1136051623000,1.1137243509292603,-0.23291797935962677,-24.006183624267578
1136051631000,1.1177705526351929,-0.2540034353733063,-23.99658203125
1136051647000,1.1166244745254517,-0.2859640419483185,-23.954999923706055
1136051651000,1.1149835586547852,-0.2944198250770569,-23.93775177001953
1136051663000,1.1179401874542236,-0.32502350211143494,-23.87447738647461
1136051671000,1.1221226453781128,-0.3407825231552124,-23.81393814086914
1136051683000,1.1251856088638306,-0.3498145639896393,-23.718114852905273
1136051691000,1.12286376953125,-0.35157766938209534,-23.638763427734375
1136051703000,1.1184524297714233,-0.35754987597465515,-23.508394241333008
1136051711000,1.1187434196472168,-0.36649176478385925,-23.42181396484375
1136051723000,1.1162306070327759,-0.3800239861011505,-23.284229278564453
1136051731000,1.1215444803237915,-0.38641753792762756,-23.183408737182617
