timestamp,ax,ay,az,gx,gy,gz,mx,my,mz
1714828002027000,0.017298029735684395,0.08483501523733139,-9.767308235168457,-0.010828372091054916,-0.010824468918144703,-0.006460108794271946,0.22366848587989807,0.012658585794270039,0.43154630064964294
1714828002043000,0.014903828501701355,0.10398862510919571,-9.80441665649414,0.007547392975538969,-0.05529924854636192,0.0031271500047296286,0.22366848587989807,0.012658585794270039,0.43154630064964294
1714828002067000,0.04602845013141632,0.06328719854354858,-9.792445182800293,0.016069412231445312,-0.16395623981952667,0.007388272788375616,0.22366848587989807,0.012658585794270039,0.43154630064964294
1714828002083000,0.04602845013141632,0.01899445801973343,-9.78646183013916,0.001954916398972273,-0.2441173940896988,-0.0006018578424118459,0.22366848587989807,0.012658585794270039,0.43154630064964294
1714828002107000,0.03405744582414627,0.035753872245550156,-9.84032917022705,0.008079737424850464,-0.3320017457008362,0.001262911595404148,0.21594519913196564,0.0076333144679665565,0.4291086196899414
1714828002123000,0.03286034241318703,0.08124370872974396,-9.80681324005127,0.023791827261447906,-0.4126955270767212,0.0015302489046007395,0.22222767770290375,0.008869617246091366,0.4226433038711548
1714828002147000,0.04483167827129364,0.0644843727350235,-9.868254661560059,0.02218947932124138,-0.5106991529464722,-0.002197852823883295,0.22222767770290375,0.008869617246091366,0.4226433038711548
1714828002163000,0.02687516249716282,0.011811928823590279,-9.871845245361328,0.01712791435420513,-0.5794088840484619,-0.006459751632064581,0.22222767770290375,0.008869617246091366,0.4226433038711548
1714828002187000,-0.024600185453891754,0.0752582848072052,-9.902972221374512,0.02618207037448883,-0.6204214692115784,0.0073889256455004215,0.22222767770290375,0.008869617246091366,0.4226433038711548
1714828002203000,-0.0018552616238594055,0.07645538449287415,-9.867057800292969,0.025651508942246437,-0.6949899792671204,-0.003798064775764942,0.22222767770290375,0.008869617246091366,0.4226433038711548
1714828002223000,-0.055724792182445526,0.013009034097194672,-9.986769676208496,0.020592741668224335,-0.7413289546966553,-6.742414552718401e-05,0.22222767770290375,0.008869617246091366,0.4226433038711548
1714828002247000,-0.029388584196567535,0.08842639625072479,-9.967616081237793,0.03204215690493584,-0.7538458704948425,0.0004642971034627408,0.25982385873794556,0.01282405387610197,0.405791699886322
1714828002263000,-0.01741757243871689,0.06328727304935455,-9.940081596374512,0.02751460298895836,-0.8076416850090027,-0.0006032537203282118,0.25982385873794556,0.01282405387610197,0.405791699886322
1714828002283000,-0.03178277984261513,-0.015721388161182404,-9.961629867553711,0.03443939611315727,-0.8257511854171753,0.000198776600882411,0.25982385873794556,0.01282405387610197,0.405791699886322
1714828002303000,-0.004249464720487595,0.05011916160583496,-10.058592796325684,0.04216169938445091,-0.814832329750061,0.005257774144411087,0.25982385873794556,0.01282405387610197,0.405791699886322
1714828002323000,-0.03058568760752678,0.01779744029045105,-10.032257080078125,0.03284000605344772,-0.8419966101646423,-6.91188033670187e-05,0.25982385873794556,0.01282405387610197,0.405791699886322
1714828002343000,-0.05213349312543869,0.09441189467906952,-10.070564270019531,0.04616083204746246,-0.8284142017364502,-0.011786655522882938,0.25982385873794556,0.01282405387610197,0.405791699886322
1714828002363000,0.006524443626403809,0.06328727304935455,-10.147177696228027,0.03257526457309723,-0.8497197031974792,-0.000600193627178669,0.25982385873794556,0.01282405387610197,0.405791699886322
1714828002383000,0.005327347666025162,0.01300903782248497,-10.198655128479004,0.02937724068760872,-0.8364039063453674,-0.0008671310497447848,0.2972225546836853,0.007851208560168743,0.37574830651283264
1714828002403000,-0.011432074010372162,0.07046988606452942,-10.245342254638672,0.0517498180270195,-0.8380017876625061,-0.00432809442281723,0.2972225546836853,0.007851208560168743,0.37574830651283264
1714828002423000,0.04962007701396942,0.04892206937074661,-10.275269508361816,0.03630261495709419,-0.8079080581665039,0.005524016451090574,0.2972225546836853,0.007851208560168743,0.37574830651283264
1714828002443000,-0.0006581582129001617,-0.020509794354438782,-10.265692710876465,0.03390727937221527,-0.8270828127861023,0.0033950083889067173,0.2972225546836853,0.007851208560168743,0.37574830651283264
1714828002463000,-0.009037863463163376,-0.010932978242635727,-10.325547218322754,0.0131334587931633,-0.7876680493354797,0.00499159237369895,0.2972225546836853,0.007851208560168743,0.37574830651283264
1714828002483000,-0.06410450488328934,0.017797445878386497,-10.34350299835205,0.001417586230672896,-0.7882006168365479,0.004727390129119158,0.2972225546836853,0.007851208560168743,0.37574830651283264
1714828002503000,0.08553311228752136,-0.020509790629148483,-10.357871055603027,-0.0017801483627408743,-0.7820754051208496,-0.00033590139355510473,0.2972225546836853,0.007851208560168743,0.37574830651283264
1714828002523000,-0.004249464720487595,0.06927278637886047,-10.464411735534668,-0.03134186938405037,-0.7887332439422607,-0.0006024251924827695,0.351344496011734,0.012159209698438644,0.33401596546173096
1714828002543000,-0.0030523594468832016,0.034556858241558075,-10.482369422912598,-0.03639939799904823,-0.7442585825920105,-0.008591716177761555,0.351344496011734,0.012159209698438644,0.33401596546173096
1714828002563000,0.02926936373114586,0.04413366690278053,-10.479973793029785,-0.047321710735559464,-0.7498509883880615,0.0183065515011549,0.351344496011734,0.012159209698438644,0.33401596546173096
1714828002587000,0.0005389396101236343,0.06448438763618469,-10.605669975280762,-0.07714740931987762,-0.7493184804916382,0.008717451244592667,0.351344496011734,0.012159209698438644,0.33401596546173096
1714828002603000,0.0053273458033800125,0.05371047556400299,-10.537435531616211,-0.08673213422298431,-0.6462544202804565,-0.004863146226853132,0.351344496011734,0.012159209698438644,0.33401596546173096
1714828002623000,-0.024600178003311157,0.041739463806152344,-10.531449317932129,-0.08593620359897614,-0.5652939081192017,0.0049905613996088505,0.351344496011734,0.012159209698438644,0.33401596546173096
1714828002647000,-0.015023365616798401,0.00822063535451889,-10.411738395690918,-0.07581581920385361,-0.4182874262332916,0.000729043036699295,0.351344496011734,0.012159209698438644,0.33401596546173096
1714828002663000,0.03166356682777405,0.04772496968507767,-10.493142127990723,-0.06542909145355225,-0.3272073268890381,0.0007311560329981148,0.3652963638305664,0.0004625988658517599,0.3119082450866699
1714828002687000,-0.030427496880292892,0.035774242132902145,-10.369799613952637,-0.06384170800447464,-0.1960720717906952,-0.00859254039824009,0.3652963638305664,0.0004625988658517599,0.3119082450866699
1714828002707000,-0.0016970708966255188,-0.006124291568994522,-10.344660758972168,-0.05265675112605095,-0.11937291920185089,0.0036586192436516285,0.3652963638305664,0.0004625988658517599,0.3119082450866699
1714828002723000,0.022244948893785477,0.025000333786010742,-10.370996475219727,-0.04440094158053398,-0.04080967605113983,0.006587648764252663,0.3652963638305664,0.0004625988658517599,0.3119082450866699
1714828002743000,0.007879739627242088,0.05013945326209068,-10.433248519897461,-0.03534616902470589,0.030563026666641235,0.0004626026493497193,0.3652963638305664,0.0004625988658517599,0.3119082450866699
1714828002763000,0.010273938998579979,0.04175974428653717,-10.29318618774414,-0.04386816918849945,0.08009790629148483,0.0068540675565600395,0.3652963638305664,0.0004625988658517599,0.3119082450866699
1714828002783000,-0.018456481397151947,0.07647567987442017,-10.359027862548828,-0.008714825846254826,0.12350736558437347,0.0015275833429768682,0.36939990520477295,0.012669101357460022,0.3116947412490845
1714828002803000,0.0282304547727108,0.05492785573005676,-10.3662109375,-0.012709136120975018,0.18236327171325684,-0.006460912991315126,0.36939990520477295,0.012669101357460022,0.3116947412490845
1714828002823000,-0.022047780454158783,-0.007321394979953766,-10.327902793884277,-0.022030184045433998,0.19141800701618195,-0.004597578197717667,0.36939990520477295,0.012669101357460022,0.3116947412490845
1714828002843000,-0.0014372169971466064,0.0010405927896499634,-10.295774459838867,-0.011113161221146584,0.21999885141849518,0.00020334741566330194,0.3693993091583252,0.012668625451624393,0.3116946816444397
1714828002863000,0.04285552352666855,0.017800014466047287,-10.361616134643555,0.0006050263182260096,0.2231946587562561,-6.37248158454895e-05,0.3693993091583252,0.012668625451624393,0.3116946816444397
1714828002883000,0.030884509906172752,0.06328985095024109,-10.38316535949707,0.014453417621552944,0.2322493940591812,0.009257535450160503,0.3693993091583252,0.012668625451624393,0.3116946816444397
1714828002903000,-0.028970539569854736,0.095611572265625,-10.445412635803223,0.013121521100401878,0.2460978478193283,-0.0003300054231658578,0.3693993091583252,0.012668625451624393,0.3116946816444397
1714828002923000,0.01532219722867012,0.0716695562005043,-10.356828689575195,-0.010580858215689659,0.21733565628528595,0.003932007122784853,0.37067100405693054,0.008072737604379654,0.31448614597320557
1714828002947000,-0.022985029965639114,0.0058290064334869385,-10.404712677001953,0.006197446491569281,0.21813465654850006,0.0026002959348261356,0.37067100405693054,0.008072737604379654,0.31448614597320557
