timestamp,lat,lon,alt
1715939097084000,47.3977419,8.5455942,498.010009765625
1715939097136000,47.3977419,8.545594099999999,498.00201416015625
1715939097188000,47.3977418,8.5455943,498.0050354003906
1715939097240000,47.3977417,8.5455943,498.0050354003906
1715939097292000,47.3977417,8.5455942,498.00103759765625
1715939097344000,47.3977418,8.5455942,498.0030212402344
1715939097396000,47.3977419,8.5455943,498.0150146484375
1715939097448000,47.397742099999995,8.5455942,498.0040283203125
1715939097500000,47.397742099999995,8.5455942,498.0040283203125
1715939097552000,47.3977423,8.5455943,498.0080261230469
1715939097604000,47.397742699999995,8.545594099999999,498.00103759765625
1715939097656000,47.397743,8.5455942,498.0080261230469
1715939097708000,47.397743399999996,8.5455942,498.0210266113281
1715939097760000,47.3977441,8.545594,498.03302001953125
1715939097812000,47.3977447,8.545594,498.0290222167969
1715939097864000,47.3977455,8.545593799999999,498.01702880859375
1715939097916000,47.397746299999994,8.5455939,498.0290222167969
1715939097968000,47.3977474,8.545593799999999,498.0180358886719
1715939098020000,47.3977484,8.5455939,498.0370178222656
1715939098072000,47.3977497,8.5455939,498.0400085449219
1715939098124000,47.397751,8.5455939,498.0290222167969
1715939098176000,47.397752499999996,8.545594,498.0180358886719
1715939098228000,47.397754,8.545593799999999,498.02001953125
1715939098280000,47.3977557,8.545594,498.0260314941406
1715939098332000,47.3977575,8.545593799999999,498.0310363769531
1715939098384000,47.3977594,8.5455936,498.0320129394531
1715939098436000,47.3977614,8.5455936,498.030029296875
1715939098488000,47.397763399999995,8.5455936,498.02001953125
1715939098540000,47.3977657,8.5455937,498.0150146484375
1715939098592000,47.3977679,8.5455936,498.0260314941406
1715939098644000,47.3977704,8.5455936,498.02301025390625
1715939098696000,47.3977729,8.5455937,498.00201416015625
1715939098748000,47.3977753,8.545593799999999,497.9930114746094
1715939098800000,47.3977778,8.5455939,498.0080261230469
1715939098852000,47.397780399999995,8.545594,498.0030212402344
1715939098904000,47.3977831,8.545594,497.9990234375
1715939098956000,47.397785999999996,8.545594,498.0050354003906
1715939099008000,47.3977888,8.545593799999999,497.9930114746094
1715939099060000,47.3977918,8.545593799999999,497.97601318359375
1715939099112000,47.3977948,8.545593799999999,497.968017578125
1715939099164000,47.397797999999995,8.545593799999999,497.9670104980469
1715939099216000,47.397801,8.545593799999999,497.9670104980469
1715939099268000,47.397804199999996,8.5455939,497.9610290527344
1715939099320000,47.3978075,8.545593799999999,497.9630126953125
1715939099372000,47.397811,8.5455937,497.9520263671875
1715939099424000,47.397814399999994,8.5455937,497.9610290527344
