timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
2910159694,2910159670,8944899,0.1221049,-0.15095292,0.4313588,3
2910697159,2910640560,8944899,0.12739122,-0.16419761,0.4252319,3
2911121757,2911121731,8944899,0.15368184,-0.15234682,0.4229096,3
2911672309,2911672260,8944899,0.20261595,-0.16233832,0.40229023,3
2912083837,2912083793,8944899,0.18908952,-0.15680431,0.40952414,3
2912634271,2912634225,8944899,0.17219,-0.154055,0.4184037,3
2913184684,2913184660,8944899,0.14950229,-0.15327126,0.42435735,3
2913596941,2913596921,8944899,0.13920848,-0.14884955,0.42836526,3
2914147210,2914147185,8944899,0.13271427,-0.14722298,0.43028998,3
2914696882,2914696862,8944899,0.17013198,-0.120303266,0.42911804,3
2915109289,2915109265,8944899,0.1749183,-0.14918238,0.41870862,3
2915659814,2915659787,8944899,0.14590056,-0.17058878,0.4187891,3
2916196560,2916140525,8944899,0.10109935,-0.18068439,0.42386532,3
2916622293,2916622265,8944899,0.06219767,-0.17176136,0.43182886,3
2917172222,2917172197,8944899,0.036542244,-0.17113276,0.4331496,3
2917584645,2917584620,8944899,-0.014699233,-0.17671958,0.42723185,3
2918134352,2918134332,8944899,-0.038895365,-0.1625183,0.42961892,3
2918684492,2918684468,8944899,-0.03039675,-0.16895053,0.4287749,3
2919096683,2919096663,8944899,-0.017390007,-0.17575277,0.427868,3
2919646683,2919646659,8944899,0.008274052,-0.18733335,0.42446002,3
2920196314,2920196294,8944899,-0.0022050303,-0.18891566,0.4241965,3
2920609427,2920609377,8944899,-0.007902317,-0.18112192,0.426633,3
2921158956,2921158936,8944899,-0.033690166,-0.1668694,0.42919248,3
2921696933,2921640453,8944899,-0.0715938,-0.16404332,0.42387787,3
2922121969,2922121944,8944899,-0.08792418,-0.15071063,0.42518568,3
2922671499,2922671479,8944899,-0.10267102,-0.13520874,0.42659724,3
2923084092,2923084067,8944899,-0.10189644,-0.12914045,0.42757818,3
2923634658,2923634639,8944899,-0.103675775,-0.13155451,0.4276462,3
2924183736,2924183712,8944899,-0.105886854,-0.12868369,0.4271921,3
2924596881,2924596861,8944899,-0.11043954,-0.12775512,0.42609,3
2925146379,2925146355,8944899,-0.107228935,-0.13177407,0.426304,3
2925697137,2925697118,8944899,-0.12795755,-0.11129314,0.4255274,3
2926108981,2926108955,8944899,-0.16324136,-0.06461725,0.42445618,3
2926659476,2926659450,8944899,-0.1813595,0.056951333,0.42608732,3
2927197144,2927140597,8944899,-0.13832732,0.112769656,0.43644807,3
2927621698,2927621645,8944899,-0.10449419,0.14720866,0.43876186,3
2928171112,2928171085,8944899,-0.09899606,0.14735626,0.43970868,3
2928584228,2928584174,8944899,-0.09785429,0.14977403,0.43937716,3
2929134044,2929134024,8944899,-0.082717516,0.15540107,0.44165277,3
2929683776,2929683752,8944899,-0.08394078,0.17185089,0.437269,3
2930096229,2930096209,8944899,-0.08513825,0.16713949,0.4360865,3
2930646349,2930646325,8944899,-0.08920915,0.17319496,0.4342574,3
2931197381,2931197360,8944899,-0.09818214,0.16961163,0.43421558,3
2931609400,2931609370,8944899,-0.10503575,0.15878594,0.43587473,3
2932159191,2932159171,8944899,-0.11029613,0.15954834,0.4335516,3
2932696592,2932640284,8944899,-0.11039255,0.15504023,0.4345323,3
2933121998,2933121971,8944899,-0.10621153,0.15827286,0.43485752,3
2933672204,2933672174,8944899,-0.12825349,0.13325207,0.4329556,3
2934083754,2934083729,8944899,-0.15872861,0.04071182,0.433745,3
2934633553,2934633533,8944899,-0.15457797,-0.06738802,0.4254212,3
2935184358,2935184305,8944899,-0.09598632,-0.1352499,0.42687538,3
2935596982,2935596962,8944899,-0.07185903,-0.14101039,0.4305033,3
2936146720,2936146696,8944899,-0.06246583,-0.15547651,0.42724937,3
2936696304,2936696284,8944899,-0.062418357,-0.1505532,0.4295769,3
2937108945,2937108921,8944899,-0.06814045,-0.15523726,0.42654732,3
2937658576,2937658556,8944899,-0.06707547,-0.1550045,0.42683795,3
2938196171,2938140228,8944899,-0.062160123,-0.15659586,0.4274554,3
2938621624,2938621599,8944899,-0.061729264,-0.1539526,0.42852476,3
2939171458,2939171432,8944899,-0.05825137,-0.15700218,0.4285509,3
2939583784,2939583760,8944899,-0.046364956,-0.15997586,0.42964286,3
2940133534,2940133512,8944899,-0.04202378,-0.15882382,0.4303436,3
2940683918,2940683893,8944899,-0.073556654,-0.15646231,0.4262727,3
2941096399,2941096378,8944899,-0.07178585,-0.15497257,0.42498326,3
2941647158,2941647020,8944899,-0.059807174,-0.15562946,0.4280656,3
2942196349,2942196329,8944899,-0.06041362,-0.15665053,0.42705232,3
2942608650,2942608620,8944899,-0.06809952,-0.15157276,0.42835134,3
2943158493,2943158473,8944899,-0.11070084,-0.16615129,0.41249,3
2943696750,2943640183,8944899,-0.11995411,-0.15993999,0.41149282,3
2944121586,2944121544,8944899,-0.06828743,-0.15759209,0.42621198,3
2944671398,2944671373,8944899,-0.077947035,-0.16425121,0.42104447,3
2945209107,2945152779,8944899,-0.036230918,-0.13326906,0.4400703,3
2945633721,2945633701,8944899,-0.039474614,-0.0712104,0.45568222,3
2946184339,2946184314,8944899,-0.0690248,-0.16137491,0.4241372,3
2946596214,2946596195,8944899,-0.068008855,-0.15377389,0.42874292,3
2947146747,2947146722,8944899,-0.06279218,-0.1397551,0.4333017,3
2947696120,2947696099,8944899,-0.052439827,-0.26043266,0.37758622,3
2948108389,2948108364,8944899,-0.04912598,-0.25647834,0.37953857,3
2948659378,2948659358,8944899,-0.05058907,-0.2380307,0.3901526,3
2949196801,2949140235,8944899,-0.05608154,-0.21415937,0.40303802,3
2949621169,2949621144,8944899,-0.06306035,-0.19977356,0.40890184,3
2950171653,2950171628,8944899,-0.08619105,-0.17542714,0.41504842,3
2950583438,2950583386,8944899,-0.107660204,-0.17132556,0.41170377,3
2951133814,2951133763,8944899,-0.08487748,-0.14416827,0.42699116,3
2951683225,2951683198,8944899,-0.09295076,-0.14072247,0.42749912,3
2952096321,2952096301,8944899,-0.10396705,-0.14274277,0.42316735,3
2952646229,2952646205,8944899,-0.11843383,-0.12730785,0.42340317,3
2953196696,2953196676,8944899,-0.119869575,-0.12807356,0.4221282,3
2953608446,2953608421,8944899,-0.11901637,-0.1226898,0.4254554,3
2954158701,2954158681,8944899,-0.12255276,-0.12283598,0.42435375,3
2954696557,2954640080,8944899,-0.13049929,-0.121502094,0.42179844,3
2955121757,2955121703,8944899,-0.13238665,-0.13149078,0.41862684,3
2955670841,2955670816,8944899,-0.13935956,-0.1448061,0.40999347,3
2956084044,2956084020,8944899,-0.12833436,-0.1347501,0.41724697,3
2956633207,2956633162,8944899,-0.11602057,-0.13824363,0.42046928,3
2957183648,2957183623,8944899,-0.11709455,-0.13530469,0.42196128,3
2957596255,2957596206,8944899,-0.10157586,-0.1298533,0.4282746,3
2958146078,2958146053,8944899,-0.10190693,-0.13609202,0.42659467,3
2958696171,2958696150,8944899,-0.10281584,-0.14274709,0.42368934,3
2959108221,2959108196,8944899,-0.115166865,-0.1723569,0.40684664,3
2959659121,2959659101,8944899,-0.11230965,-0.15954232,0.41315535,3
2960196052,2960139895,8944899,-0.10943846,-0.15063797,0.41843477,3
2960621659,2960621633,8944899,-0.106131844,-0.15552635,0.41783673,3
2961171359,2961171334,8944899,-0.110142045,-0.15604171,0.41527894,3
2961583713,2961583688,8944899,-0.11593238,-0.15282369,0.41492563,3
2962133446,2962133407,8944899,-0.10476562,-0.13585871,0.42482528,3
2962684088,2962684063,8944899,-0.10286612,-0.13838746,0.42456883,3
2963096577,2963096558,8944899,-0.090569906,-0.14523564,0.4248153,3
2963646586,2963646538,8944899,-0.08694386,-0.14852384,0.4250753,3
2964196045,2964196025,8944899,-0.09205332,-0.14607558,0.42448336,3
2964608498,2964608473,8944899,-0.09572913,-0.1460845,0.42480314,3
2965158060,2965158040,8944899,-0.09718406,-0.14071429,0.42542645,3
2965708524,2965708499,8944899,-0.10229007,-0.13127825,0.4265301,3
2966121355,2966121331,8944899,-0.10236146,-0.13801739,0.42484143,3
2966670908,2966670880,8944899,-0.11044773,-0.11213936,0.43144056,3
2967083880,2967083855,8944899,-0.12303564,-0.094057836,0.43138462,3
