t,x,y
10440000,15.674316689568279,9.836208423548207
10456000,15.775923882013378,9.825396796990109
10476000,15.843441080478563,9.81817372796927
10496000,15.927603169686535,9.809131972975965
10516000,16.011401611304375,9.800075302871786
10536000,16.09477038075241,9.790998135636048
10556000,16.177638817829962,9.781900485772807
10576000,16.25993577199493,9.772776206734857
10600000,16.3415838410913,9.763629571066094
10620000,16.438692613954096,9.752626761377739
10636000,16.51866281139024,9.743433985222705
10656000,16.5819563542879,9.736064123346104
10676000,16.660337353654825,9.726835053108111
10700000,16.737732474501374,9.717594716112954
10716000,16.829325076634152,9.706493607370001
10736000,16.889309501883158,9.699080718185083
10756000,16.963340810131058,9.689796112369173
10776000,17.036117447027234,9.680495411491911
10800000,17.107563110609878,9.671181086776917
10820000,17.19162500102847,9.659978662380516
10836000,17.259951124950238,9.65061196986085
10856000,17.313439655991388,9.643096731189793
10876000,17.379089697666515,9.63368327575223
10896000,17.44320468205261,9.624248499583294
10916000,17.505768451270757,9.614796333592208
10936000,17.566775438369376,9.605322272725855
10960000,17.626214244849677,9.595830425465488
10976000,17.695671382787335,9.58441177595347
11000000,17.740483194623664,9.576778336984226
11016000,17.806219295218973,9.565304507817045
11036000,17.848573578364952,9.557636812025358
11056000,17.900314241135217,9.548043183309389
11076000,17.950562795974218,9.53843234302321
11096000,17.999335137202575,9.528800346602825
11116000,18.046655267660324,9.519142008650913
11136000,18.092549835800888,9.509456376122207
11156000,18.137041512203677,9.499743906661257
11176000,18.180162692040522,9.490009312977852
11200000,18.221930730294115,9.480252086302038
11216000,18.270464543897255,9.46851744585431
11236000,18.301560904470367,9.46066753425104
11256000,18.33939551830869,9.450831457880112
11276000,18.375956561107806,9.440964866290798
11296000,18.4112776743305,9.43106173674367
11316000,18.44539012725574,9.421131280781648
11336000,18.4783078215309,9.411171347198941
11356000,18.51005625619877,9.4011841795038
11376000,18.540667479072347,9.391171283970472
11396000,18.57016793295791,9.38113656599625
11420000,18.59857811845729,9.371078617494291
11440000,18.63138507378258,9.358987580999223
11456000,18.657471797960138,9.34888747332781
11480000,18.677517559164485,9.340790082004009
11500000,18.706636793488723,9.32862330619365
11520000,18.729750908200852,9.318455059279882
11536000,18.75194628232474,9.308253032164574
11560000,18.76898672340901,9.300067422057564
11576000,18.793716374817603,9.287759855052354
11600000,18.809391546067058,9.279521251405072
11616000,18.83211892875526,9.26711614373246
11636000,18.84650930462536,9.258801899837744
11656000,18.86388515735169,9.24836787336844
11680000,18.880524455963094,9.237872837793496
11696000,18.899639763958238,9.225189924307205
11716000,18.911718679198874,9.21665460831192
11736000,18.92628224798516,9.20590182257752
11756000,18.940199267371842,9.195021986999249
11776000,18.95349029362207,9.184003796079049
11800000,18.96617133415796,9.172836638840115
11816000,18.98067890517413,9.159225121866557
11836000,18.989785124986977,9.149967291553088
11856000,19.000711476830684,9.138223859903338
11876000,19.011083059055856,9.126241537731069
11900000,19.020906137783584,9.114005920698592
11916000,19.032059696263453,9.098988934056472
11936000,19.039004441403847,9.088699549020399
11956000,19.047291213129153,9.075591252436512
11976000,19.05509317067084,9.062152877837633
11996000,19.062423143927667,9.04836668346665
12016000,19.06929547055017,9.03422145372507
12036000,19.07572534453682,9.019702996785119
12056000,19.081735718901957,9.004800197868173
12076000,19.087330987893647,8.989499550331109
12096000,19.09251848318734,8.97377871512197
12116000,19.097309691777546,8.95761730945187
12136000,19.10171325902384,8.941006527823738
12156000,19.105747547056612,8.923936975916916
12176000,19.10942673644321,8.906396995162757
12196000,19.112757021922796,8.888371085295574
12216000,19.11575683872172,8.869843107035598
12240000,19.11843328150729,8.850809252266705
12256000,19.121269754048484,8.827343322110837
12276000,19.1228778089637,8.811202127904785
12300000,19.12466801446738,8.79060659901867
12316000,19.12649763375815,8.765273580450733
12340000,19.12747350659953,8.747889020482267
12356000,19.128714299991476,8.721314340366568
12376000,19.12932588234122,8.703109700920908
12396000,19.12992103904522,8.679948182788333
12416000,19.13030107102203,8.656289724706054
12440000,19.130476410944627,8.632136760061492
12460000,19.1304523595597,8.602567458107746
12476000,19.130202969376914,8.577338157336726
12500000,19.12985162655129,8.556768425892404
12516000,19.129146668693636,8.525442056822458
12540000,19.128506683583367,8.5040846182578
12556000,19.127387409979058,8.471579831538968
12576000,19.126492122281174,8.44944264656934
12596000,19.125253261919458,8.421380261199328
12620000,19.12387178941925,8.392833905925713
12640000,19.12204861066287,8.35798522728993
12656000,19.12038329632502,8.328346948292115
12676000,19.118963651774504,8.3042460951256
12700000,19.117102850394964,8.273724419193536
12720000,19.11474332083021,8.23650921877709
12736000,19.112648271814006,8.204922175413873
12756000,19.110890196085563,8.17927187024252
12776000,19.108615946901278,8.146830695540116
12800000,19.106248801839985,8.11392263661657
12820000,19.103306685612395,8.073875078239775
12836000,19.10074582918954,8.039952348585695
12856000,19.09862276592693,8.012447658453022
12880000,19.095897055180924,7.9777133505344455
12900000,19.092517349052784,7.935508091433595
12916000,19.089601560682116,7.899812868783942
12936000,19.08720965034668,7.870904318470021
12956000,19.08416197147208,7.834418096916003
12976000,19.081044075881135,7.797497987295975
13000000,19.07785623216255,7.760154165577611
13016000,19.073956083199437,7.714830839552478
13040000,19.071287922123734,7.684214221607824
13056000,19.06722252762723,7.637893408934588
13076000,19.06445350257443,7.606614860947059
13100000,19.060945209397683,7.567192407742016
13120000,19.05666828022794,7.519397862629064
13140000,19.053041073062413,7.479080516676437
13156000,19.04936506164752,7.4383721014022575
13176000,19.04638906701897,7.405493567833343
13200000,19.042640577592056,7.364084355752491
13220000,19.038102312943536,7.31393418312164
13240000,19.03428180509257,7.271690451365116
13256000,19.030435484025077,7.229075475500401
13280000,19.027338951982337,7.194688842323356
13296000,19.022675241364333,7.142754298687963
13316000,19.019541293961694,7.107789672951038
13336000,19.01560839543281,7.063801883113678
13356000,19.01166366262082,7.019463806506894
13376000,19.007717248596045,6.974776064779977
13400000,19.00376840770371,6.929740060175017
13416000,18.999032001021888,6.87528163002133
13436000,18.995869762374134,6.838651377308411
13456000,18.99191490568055,6.792601242395192
13476000,18.987957655020306,6.746226202087859
13500000,18.984010752661867,6.699527506025397
13520000,18.979273310022325,6.643106071008881
13536000,18.975330902152063,6.595707008801845
13556000,18.972180685005238,6.557527136278571
13576000,18.968245336299415,6.5095363922935565
13600000,18.96431433649977,6.461223092647745
13616000,18.959601451367995,6.402865972110316
13636000,18.956470772053084,6.36365082350308
13656000,18.952566997132394,6.314377611268726
13676000,18.9486751397234,6.26477846106017
13700000,18.944790293653305,6.214855213381362
13716000,18.940144218066195,6.154558786846452
13740000,18.93706228862012,6.114054714472231
13756000,18.93246125636437,6.052996845734431
13776000,18.929415153971437,6.011984129694638
13796000,18.925623893986824,5.9604658809897435
13816000,18.92184365819002,5.908632173452969
13836000,18.918073798401476,5.85648700001211
13856000,18.914320458845935,5.804026942519336
13876000,18.91058713605139,5.751261416458993
13896000,18.906877604201018,5.698200265594444
13916000,18.903200660805624,5.644841079460892
13936000,18.899561937266036,5.591184957442926
13956000,18.89596140658057,5.5372466592542375
13980000,18.892400084173676,5.483024580944082
14000000,18.888170421229425,5.417614523840046
14016000,18.88467753564127,5.362763492979264
14036000,18.8819029251758,5.318666384923198
14056000,18.878452539144778,5.263329229620259
14076000,18.875027444628575,5.207724883892643
14100000,18.871623899701707,5.1518620917562705
14116000,18.86757358947807,5.084504588606696
14136000,18.86490210122826,5.03934529166295
14160000,18.861583170293052,4.982688338724747
14176000,18.85763787748229,4.914385348611804
14196000,18.85504169287304,4.868603084158887
14216000,18.851824502757477,4.811176350037086
14236000,18.848633801485303,4.753514988935561
14256000,18.845470804987755,4.695612944700962
14276000,18.842332867191377,4.637466211819948
14296000,18.839219678302022,4.579082460404135
14316000,18.83613386123445,4.520460996405078
14336000,18.83307600680729,4.461606948748667
14360000,18.830038106045222,4.402524475283272
14376000,18.82642181299971,4.331356201490687
14400000,18.82403560774416,4.28369065925865
14416000,18.8204857488811,4.211965282679011
14436000,18.81814936436445,4.163932214031874
14456000,18.815253621841205,4.103713061170889
14476000,18.81238557447651,4.043273610253004
14496000,18.80954231935652,3.982612010396803
14516000,18.806718721223966,3.9217272645730046
14536000,18.80391984739922,3.860628657519629
14556000,18.801145984792036,3.799332625482455
14576000,18.79839412618732,3.7378376644259097
14596000,18.795665489963373,3.676137353288883
14616000,18.792956723567375,3.6142342130481486
14636000,18.790267296418858,3.552129401958374
14656000,18.787593098381357,3.489807898314525
14680000,18.78492789332301,3.4272763423175037
14696000,18.78173265423816,3.3519909620248596
14716000,18.779609887576463,3.301603245138353
14736000,18.776961730664915,3.2384504805489724
14756000,18.774324716298025,3.1750922115199898
14776000,18.771701588620328,3.1115486554454197
14796000,18.769090619222688,3.0478216346569527
14816000,18.76649414639833,2.983908667502261
14836000,18.763907783870422,2.919813863326665
14856000,18.76134318434386,2.8555379810752046
14876000,18.75879763991297,2.79108128439802
14900000,18.7562677187098,2.726446128700112
14916000,18.75324234001597,2.648681811904888
14936000,18.751229517681857,2.5966818546821857
14956000,18.748723745170054,2.5315507912201984
14976000,18.746229930595813,2.4662548479745614
14996000,18.743746219833646,2.400793361096138
15016000,18.741271529871234,2.335163986693246
15036000,18.738802483607184,2.269367907973452
15056000,18.736342979831537,2.20341078841653
15076000,18.733886961869686,2.137292023253978
15100000,18.731444032032513,2.071025439863715
15116000,18.72853299774637,1.9913331106208092
15136000,18.726610043533856,1.9380728424825824
15156000,18.7242248788183,1.8713900366383096
15176000,18.721852794345747,1.8045780920831669
