x,y,t
1.0359166449634358,13.286013294942677,6604000
1.1113109250436537,13.274459455162287,6656000
1.2168239962193184,13.251616048626602,6708000
1.3148560218978673,13.239930076524615,6760000
1.4204339628922753,13.228200059384108,6812000
1.5033092910889536,13.205488794483244,6864000
1.6088223651750013,13.182645397260785,6916000
1.7220110904308967,13.181984724476933,6968000
1.8426159957889467,13.159053242765367,7020000
1.9634155037929304,13.169461914338171,7072000
2.0915663252817467,13.146486391313374,7124000
2.219782014610246,13.134624255821109,7176000
2.3479328379617073,13.111648740246892,7228000
2.468602613254916,13.099830652587116,7280000
2.6119101345539093,13.087880438193679,7332000
2.7477366069797426,13.08708765450865,7384000
2.883433348266408,13.064068106934428,7436000
3.02667600591667,13.041004518046975,7488000
3.169983529485762,13.029054315760732,7540000
3.3133559186244383,13.028217502869666,7592000
3.4642742226133123,13.027336650528014,7644000
3.607516883290373,13.004273076541722,7696000
3.781137797574047,13.014373488724232,7748000
3.9245101867127232,13.013536690734327,7800000
4.090455458499491,13.001454386860132,7852000
4.2641412347438745,13.022668197751045,7904000
4.452724252361804,13.010453780181706,7956000
4.626280302414671,13.009440833702683,8008000
4.792355299403425,13.019585315138102,8060000
4.965846487611998,13.007458996027708,8112000
5.139337676402647,12.995332681573927,8164000
5.320439642178826,12.994275715202093,8216000
5.493995692522731,12.99326279386878,8268000
5.652395052427892,12.981224575079978,8320000
5.826015963219106,12.991325047798455,8372000
6.022209759277757,12.990180023945868,8424000
6.21085764025338,12.989079046063125,8476000
6.407051436486654,12.987934036180377,8528000
6.595699317462277,12.986833069473505,8580000
6.7842823403771035,12.97461872547865,8632000
6.965319448616356,12.962448426522315,8684000
7.169188875646796,12.983486171811819,8736000
7.36531781492522,12.971227809786797,8788000
7.546484637830872,12.981284295208752,8840000
7.7577702644630335,12.980051255784929,8892000
7.95409377256874,13.001133063808084,8944000
8.150287568219937,12.999988110736012,8996000
8.361508338944986,12.987641709856689,9048000
8.542610304430127,12.98658484313637,9100000
8.74641486996552,12.996509258635342,9152000
8.957765350001864,13.0063896458596,9204000
9.161505060445052,13.00520069245249,9256000
9.357698855630588,13.00405577942729,9308000
9.568984481156804,13.002822805196047,9360000
9.787816022057086,13.001545802690089,9412000
9.99910164764151,13.00031284429133,9464000
10.217933188483585,12.999035858549178,9516000
10.421737750119064,13.008960330858827,9568000
10.633023375354242,13.007727393880486,9620000
10.836827935941983,13.017651882953942,9672000
11.055789176083636,13.038601697422564,9724000
11.25204781955108,13.048570230603218,9776000
11.455722678801976,13.036267973482609,9828000
11.68216498196125,13.04606039263308,9880000
11.908607284305617,13.055852823890746,9932000
12.12743882270297,13.05457590892911,9984000
12.338789293775335,13.064456416293979,10036000
12.557620831765234,13.063179518096149,10088000
12.768971301382408,13.073060043156147,10140000
12.98773799254559,13.060669776052237,10192000
13.206569530651905,13.059392902068794,10244000
13.432946983724833,13.058072006329894,10296000
13.644232606689911,13.056839177384973,10348000
13.870739749399945,13.077745066955686,10400000
14.089571286574937,13.076468225568533,10452000
14.308337979833595,13.064078008756042,10504000
14.52723436098313,13.073914567008615,10556000
14.753546970314346,13.061480338685215,10608000
14.987600023450796,13.082342242822051,10660000
15.198885645135306,13.08110947161913,10712000
15.410171266936231,13.079876706004143,10764000
15.621456888853572,13.07864394877106,10816000
15.82526143657742,13.088568609207869,10868000
16.013909312721808,13.087467945180833,10920000
16.202622029348277,13.097480673342943,10972000
16.36869700020179,13.107625484466553,11024000
16.534707130747847,13.10665691550821,11076000
16.693171346152667,13.105732377618551,11128000
16.84415448573418,13.115965251810849,11180000
16.972435040865093,13.115216823294759,11232000
17.10071559617063,13.114468396641314,11284000
17.221450236218516,13.113763998262584,11336000
17.334574123146012,13.101990242488682,11388000
17.440281771472655,13.112487280741334,11440000
17.50819500652142,13.112091059796512,11492000
17.575978566135745,13.089468073099852,11544000
17.674075461633038,13.088895755819976,11596000
17.749469774600584,13.077342130243778,11648000
17.80977225775132,13.06587655376643,11700000
17.84750183322467,13.065656433813274,11752000
17.900388075737283,13.076461648568511,11804000
17.93798797694035,13.054014760069549,11856000
17.983198630448896,13.04263723269105,11908000
18.013317453907803,13.031347752548754,11960000
18.028409284132067,13.03125970531255,12012000
18.073749611561652,13.04210894741118,12064000
18.096322520112153,13.030863491818309,12116000
18.111284676822834,13.008548676036298,12168000
18.12631167040672,12.997347244992852,12220000
18.133857585664373,12.99730322137475,12272000
18.14869006932713,12.952761637978256,12324000
18.163587389921304,12.919333438389003,12376000
18.170938795316033,12.885949262417853,12428000
18.17074428551132,12.852609110064805,12480000
18.170484939124435,12.808155573904514,12532000
18.177836344810203,12.774771397933364,12584000
18.192798502510414,12.752456582151353,12636000
18.17744732531719,12.70809109415859,12688000
18.184669057896826,12.652480149641633,12740000
18.161642291466706,12.585931916721165,12792000
18.16886402410455,12.530320973135531,12844000
18.168604677717667,12.485867435112596,12896000
18.168215658108238,12.419187131337821,12948000
18.167956311721355,12.374733595177531,13000000
18.182594287674874,12.296851859427989,13052000
18.167113435978536,12.230259602889419,13104000
18.1440218311036,12.152597984299064,13156000
18.143567974620964,12.07480429764837,13208000
18.14304928155616,11.98589722532779,13260000
18.134984671953134,11.897034176625311,13312000
18.14201189536834,11.808083079755306,13364000
18.134012122172862,11.73033341486007,13416000
18.1258826754638,11.63035698235035,13468000
18.125363982166164,11.541449910029769,13520000
18.109753454569727,11.452630884945393,13572000
18.116715841635596,11.352566405199468,13624000
18.100975640059914,11.241520612500608,13676000
18.092846192244906,11.141544179990888,13728000
18.08478158095386,11.052681132219732,13780000
18.084198050375562,10.952660675160587,13832000
18.07600376510527,10.841570858843625,13884000
18.082836479123216,10.719279610551894,13936000
18.06709627539385,10.608233818784356,13988000
18.066383071185555,10.485986593179405,14040000
18.065734703675844,10.37485275324434,14092000
18.065086336166132,10.263718913309276,14144000
18.06437313189963,10.141471687704325,14196000
18.071141009917483,10.008067057467997,14248000
18.047725211654324,9.874838519841433,14300000
18.046947170398198,9.741477911360562,14352000
18.053844722220674,9.630300047807395,14404000
18.05306668113917,9.496939440257847,14456000
18.052288640057668,9.363578831776977,14508000
18.051510599034373,9.230218223296106,14560000
18.058278478099965,9.096813591197133,14612000
18.064981520874426,8.952295576222241,14664000
18.056657559704036,8.818978992290795,14716000
18.05581468215678,8.674505000002682,14768000
18.047490720520727,8.541188417002559,14820000
18.039166758477222,8.407871833071113,14872000
18.038259043823928,8.252284456044436,14924000
18.037481002742425,8.118923848494887,14976000
18.05172996816691,7.974361809901893,15028000
18.06604377104668,7.840913154184818,15080000
18.072681979218032,7.685281755402684,15132000
18.071774265670683,7.52969437930733,15184000
18.078477311180905,7.385176363401115,15236000
18.077569597866386,7.2295889891684055,15288000
18.084272644133307,7.085070972330868,15340000
18.083429767691996,6.940596982836723,15392000
18.074846458155662,6.762826862744987,15444000
18.074003581539728,6.618352871388197,15496000
18.073095868399832,6.462765495292842,15548000
18.072058481920976,6.284951353445649,15600000
18.07869669282809,6.1293199537321925,15652000
18.070243055641185,5.973776602186263,15704000
18.06927050591912,5.807075842283666,15756000
18.083454641979188,5.65140041988343,15808000
18.082417256140616,5.473586277104914,15860000
18.09660139353946,5.3179108537733555,15912000
18.103174769959878,5.151166073046625,15964000
18.102202221401967,4.984465312212706,16016000
18.101359346008394,4.839991321787238,16068000
18.115543485735543,4.684315900318325,16120000
18.114570937643293,4.517615141347051,16172000
18.11359838960925,4.350914381444454,16224000
18.11269067809917,4.195327008143067,16276000
18.11926405673148,4.028582224622369,16328000
18.12583743594587,3.861837443895638,16380000
18.132410815451294,3.6950926622375846,16432000
18.13143826817395,3.528391902334988,16484000
18.137946811970323,3.350533736869693,16536000
18.136909428460058,3.1727195950224996,16588000
18.143547646002844,3.0170881962403655,16640000
18.15766695549246,2.8502993900328875,16692000
18.179332194384187,2.6834665620699525,16744000
18.18597041378962,2.5278351632878184,16796000
18.18499786837492,2.3611344061791897,16848000
18.191441579314414,2.1721628569066525,16900000
18.197950127068907,1.9943046886473894,16952000
18.204523511754815,1.8275599088519812,17004000
18.19600503728725,1.6609031734988093,17056000
18.18742172617931,1.4831330562010407,17108000
18.186449181172065,1.3164322981610894,17160000
18.185541472455952,1.16084492392838,17212000
18.161866299342364,0.9831628520041704,17264000
18.16076408099616,0.7942353272810578,17316000
18.12960781127913,0.62771066557616,17368000
18.10586779814912,0.43891520891338587,17420000
18.067165593616664,0.27243457082659006,17472000
18.013306686771102,0.09492859430611134,17524000
17.9368099810672,-0.08244530856609344,17576000
17.86018359696027,-0.28204597905278206,17628000
17.78362204460427,-0.4705332638695836,17680000
17.684422689548228,-0.6588884750381112,17732000
17.562520691775717,-0.8582249954342842,17784000
17.44061868597055,-1.0575615148991346,17836000
17.303495129046496,-1.2790367491543293,17888000
17.16643640003167,-1.4893985949456692,17940000
17.014285793411545,-1.6996723897755146,17992000
16.862135175731964,-1.9099461818113923,18044000
16.70243861275958,-2.120175940915942,18096000
16.527585329371504,-2.3414310291409492,18148000
16.330094227392692,-2.5625540344044566,18200000
16.125122015248053,-2.772519623860717,18252000
15.920020107470918,-3.004711974412203,18304000
15.692280375573318,-3.2367722364142537,18356000
15.472151403373573,-3.4577631326392293,18408000
15.259503509500064,-3.689911431632936,18460000
15.016801535733975,-3.899656846188009,18512000
14.759007670276333,-4.1093141958117485,18564000
14.501213786308654,-4.318971532396972,18616000
14.235809102770872,-4.5396982142701745,18668000
13.962793617101852,-4.771494236774743,18720000
13.674815922626294,-4.980975421145558,18772000
13.38683820766164,-5.190456592477858,18824000
13.083703748648986,-5.410963073372841,18876000
12.7730881741154,-5.620312123559415,18928000
12.462667118525133,-5.796321007423103,18980000
12.144635257078335,-5.983399226330221,19032000
11.81157634378178,-6.159275981597602,19084000
11.470971470524091,-6.335108686238527,19136000
11.130496275611222,-6.488714601844549,19188000
10.782410272280686,-6.653389850631356,19240000
10.41929721890483,-6.8068636283278465,19292000
10.056248997803777,-6.949223997071385,19344000
9.67797917232383,-7.113723046146333,19396000
9.314930913969874,-7.2560833701863885,19448000
8.94446640368551,-7.376172869466245,19500000
8.551234344544355,-7.518357006832957,19552000
8.158196831762325,-7.627200964838266,19604000
7.772705245763063,-7.736088935285807,19656000
7.364705532731023,-7.8226180002093315,19708000
6.971797691308893,-7.9092351123690605,19760000
6.556252011621837,-7.995720082893968,19812000
6.163409005093854,-8.071223760023713,19864000
5.747928161232267,-8.146595288999379,19916000
5.332641887536738,-8.188626638613641,19968000
4.924836688966025,-8.241815384477377,20020000
4.5020044595585205,-8.283802634105086,20072000
4.071756006916985,-8.303519046865404,20124000
3.6415724145481363,-8.312122042290866,20176000
3.2340266486862674,-8.320857134647667,20228000
2.8114538609515876,-8.31839072983712,20280000
2.389010805520229,-8.29369752574712,20332000
1.9741785625810735,-8.257934952154756,20384000
1.5443193071405403,-8.210970876738429,20436000
1.1294870745623484,-8.175208245404065,20488000
0.7147845851723105,-8.117218813858926,20540000
0.3151739882887341,-8.059317449107766,20592000
-0.09191767242737114,-7.99025862570852,20644000
-0.49146338179707527,-7.921243820339441,20696000
-0.8684361280174926,-7.863474517129362,20748000
-1.2527601904585026,-7.772320989519358,20800000
-1.6220572310849093,-7.692368917167187,20852000
-1.9763272526906803,-7.623618305660784,20904000
-2.3077648162143305,-7.521659669466317,20956000
-2.6618401931482367,-7.419568864628673,21008000
-2.978250727057457,-7.32881167717278,21060000
-3.2795693688676693,-7.2381425723433495,21112000
