timestamp,yaw_odo,roll_odo,pitch_odo
1135812523000,0.3955923020839691,0.09124282747507095,0.18004947900772095
1135812531000,0.39848020672798157,0.09077390283346176,0.18268458545207977
1135812547000,0.4020727276802063,0.08951230347156525,0.18416155874729156
1135812551000,0.40190449357032776,0.08981506526470184,0.18291202187538147
1135812563000,0.4048996865749359,0.08935045450925827,0.18714866042137146
1135812571000,0.4053305387496948,0.09127858281135559,0.19702865183353424
1135812583000,0.4042070806026459,0.09027548879384995,0.19978119432926178
1135812591000,0.40441036224365234,0.09182686358690262,0.1942446380853653
1135812603000,0.40311360359191895,0.09075836092233658,0.18904785811901093
1135812611000,0.40108972787857056,0.0920351967215538,0.19381968677043915
1135812623000,0.3987705111503601,0.0948987603187561,0.200449138879776
1135812631000,0.39651161432266235,0.09742728620767593,0.1988040953874588
1135812643000,0.4017002582550049,0.10219457745552063,0.19094228744506836
1135812651000,0.4051275849342346,0.10502710193395615,0.18658997118473053
1135812663000,0.4081632196903229,0.10655396431684494,0.1908590942621231
1135812671000,0.4079597294330597,0.1050233542919159,0.1951674520969391
1135812683000,0.41003742814064026,0.0973740965127945,0.19960260391235352
1135812695000,0.411952406167984,0.09198320657014847,0.1903536468744278
1135812703000,0.4152286946773529,0.09075378626585007,0.18364985287189484
1135812715000,0.41108426451683044,0.09595918655395508,0.18867599964141846
1135812723000,0.4076812267303467,0.09987764060497284,0.1922256201505661
1135812731000,0.4090355634689331,0.1046217605471611,0.18972021341323853
1135812743000,0.411541223526001,0.11395644396543503,0.19172360002994537
1135812751000,0.4164571464061737,0.11200834810733795,0.1945742666721344
1135812763000,0.4180631935596466,0.10271204262971878,0.19333235919475555
1135812771000,0.41767746210098267,0.09809672087430954,0.19105865061283112
1135812783000,0.4162379205226898,0.09558158367872238,0.19450803101062775
1135812791000,0.41526180505752563,0.09609982371330261,0.19716766476631165
1135812803000,0.4134688079357147,0.09653297811746597,0.1970645636320114
1135812811000,0.4114086329936981,0.10556307435035706,0.19715778529644012
1135812823000,0.4123850464820862,0.10654260963201523,0.19307588040828705
1135812831000,0.4140653908252716,0.10499835759401321,0.19077835977077484
1135812843000,0.4126386046409607,0.09830336272716522,0.18950559198856354
1135812851000,0.41635751724243164,0.09219583123922348,0.18799744546413422
1135812863000,0.41609877347946167,0.09173614531755447,0.1891612708568573
1135812871000,0.4176512062549591,0.0930982381105423,0.19302630424499512
1135812883000,0.41284647583961487,0.09322020411491394,0.19169402122497559
1135812891000,0.4109368324279785,0.09378020465373993,0.19117192924022675
1135812903000,0.4069305956363678,0.08631078153848648,0.1890476644039154
1135812911000,0.4065759479999542,0.0792165994644165,0.19175812602043152
1135812923000,0.4086627662181854,0.075653575360775,0.2026871293783188
1135812931000,0.4120596647262573,0.07257124781608582,0.20856717228889465
1135812947000,0.41497814655303955,0.0743737444281578,0.2111307829618454
1135812955000,0.41181161999702454,0.07628443837165833,0.21055763959884644
1135812963000,0.4167136251926422,0.07103469967842102,0.2119274139404297
1135812971000,0.4191838502883911,0.06731320172548294,0.21385027468204498
1135812983000,0.4192744195461273,0.06302951276302338,0.2114293873310089
1135812991000,0.41812917590141296,0.05982349067926407,0.20945025980472565
1135813003000,0.41655275225639343,0.058035194873809814,0.2037341147661209
1135813011000,0.4175879657268524,0.05847504734992981,0.1979074478149414
1135813023000,0.41544947028160095,0.05502821132540703,0.20140919089317322
1135813031000,0.41517943143844604,0.05372891575098038,0.20736368000507355
1135813043000,0.4156322181224823,0.04944366216659546,0.21067601442337036
1135813051000,0.4120679795742035,0.044765572994947433,0.200211301445961
1135813063000,0.4132489562034607,0.04554940015077591,0.19467076659202576
1135813071000,0.4201538860797882,0.04685986787080765,0.19591569900512695
1135813083000,0.41802316904067993,0.048106417059898376,0.20539182424545288
1135813091000,0.41525089740753174,0.04710299149155617,0.20737658441066742
1135813103000,0.41072890162467957,0.043339554220438004,0.2005046010017395
1135813111000,0.40662747621536255,0.04182075709104538,0.19608639180660248
1135813123000,0.40733423829078674,0.048867590725421906,0.1983647346496582
1135813131000,0.40930819511413574,0.05296248942613602,0.20266945660114288
1135813143000,0.41164645552635193,0.051965367048978806,0.20366427302360535
1135813151000,0.413489431142807,0.053181927651166916,0.1980833113193512
1135813163000,0.4158983826637268,0.05904511362314224,0.1938958764076233
1135813171000,0.41744667291641235,0.06274966895580292,0.20162254571914673
1135813183000,0.4218681752681732,0.05214006081223488,0.2180018573999405
