timestamp,lat,lon,alt
1714825376975000,47.397764699999996,8.5456439,498.030029296875
1714825377027000,47.3977648,8.5456439,498.01702880859375
1714825377079000,47.397764699999996,8.545643799999999,498.01702880859375
1714825377131000,47.397764699999996,8.545643799999999,498.02001953125
1714825377183000,47.397764699999996,8.545643799999999,498.0150146484375
1714825377235000,47.397764699999996,8.545643799999999,498.01702880859375
1714825377287000,47.397764699999996,8.545644099999999,498.01202392578125
1714825377339000,47.3977648,8.5456442,498.0110168457031
1714825377391000,47.3977648,8.5456442,498.0140380859375
1714825377443000,47.3977648,8.545644,498.0150146484375
1714825377495000,47.3977649,8.545644099999999,498.0000305175781
1714825377547000,47.397765,8.545644099999999,498.00701904296875
1714825377599000,47.397765,8.5456439,497.9950256347656
1714825377651000,47.397765,8.5456439,498.0110168457031
1714825377703000,47.397765299999996,8.5456439,498.01702880859375
1714825377755000,47.3977657,8.545644,498.0150146484375
1714825377807000,47.397766,8.5456439,498.0110168457031
1714825377859000,47.397766499999996,8.5456436,498.0190124511719
1714825377911000,47.3977672,8.545643499999999,498.0160217285156
1714825377963000,47.3977678,8.545643499999999,498.0130310058594
1714825378015000,47.3977687,8.5456434,498.0110168457031
1714825378067000,47.397769499999995,8.545643499999999,498.0150146484375
1714825378119000,47.3977704,8.545643499999999,498.0340270996094
1714825378171000,47.3977715,8.5456433,498.0190124511719
1714825378223000,47.3977727,8.5456433,498.01202392578125
1714825378275000,47.3977739,8.5456433,498.009033203125
1714825378327000,47.3977753,8.545643,497.99700927734375
1714825378379000,47.397776799999995,8.5456431,497.99700927734375
1714825378431000,47.3977783,8.545643,497.9900207519531
1714825378483000,47.397779899999996,8.545642899999999,497.989013671875
1714825378535000,47.3977815,8.5456425,497.9900207519531
1714825378587000,47.3977833,8.5456425,497.98101806640625
1714825378639000,47.397785,8.5456421,497.989013671875
1714825378691000,47.397787,8.5456421,497.9800109863281
1714825378743000,47.397788899999995,8.5456421,497.9830322265625
1714825378795000,47.397790799999996,8.545641999999999,497.97503662109375
1714825378847000,47.3977928,8.545641999999999,497.96502685546875
1714825378899000,47.3977949,8.5456421,497.9660339355469
1714825378951000,47.397796899999996,8.5456419,497.9640197753906
1714825379003000,47.397799,8.5456419,497.968017578125
1714825379055000,47.397801199999996,8.5456417,497.9590148925781
1714825379107000,47.3978033,8.5456416,497.9510192871094
1714825379159000,47.3978055,8.5456417,497.9480285644531
1714825379211000,47.3978077,8.5456415,497.9530334472656
1714825379263000,47.3978099,8.5456413,497.9560241699219
1714825379315000,47.3978122,8.5456412,497.9610290527344
1714825379367000,47.3978143,8.545641,497.9630126953125
1714825379419000,47.3978167,8.5456411,497.9640197753906
1714825379471000,47.397819,8.545641,497.9430236816406
1714825379523000,47.3978214,8.545641,497.96502685546875
1714825379575000,47.3978239,8.5456407,497.9660339355469
1714825379627000,47.3978263,8.5456406,497.9520263671875
1714825379679000,47.3978286,8.5456406,497.947021484375
1714825379731000,47.3978311,8.5456405,497.9460144042969
1714825379783000,47.3978335,8.5456406,497.9400329589844
1714825379835000,47.397836,8.5456407,497.93701171875
1714825379887000,47.3978384,8.5456404,497.9320373535156
1714825379939000,47.3978409,8.545640299999999,497.92401123046875
1714825379991000,47.3978435,8.5456402,497.93902587890625
1714825380043000,47.3978459,8.545640299999999,497.9460144042969
1714825380095000,47.3978483,8.5456402,497.9410095214844
1714825380147000,47.3978508,8.545640299999999,497.9410095214844
1714825380199000,47.3978533,8.545639999999999,497.9420166015625
1714825380251000,47.3978556,8.5456399,497.9460144042969
1714825380303000,47.397858,8.545639999999999,497.9520263671875
1714825380355000,47.3978603,8.5456401,497.9690246582031
1714825380407000,47.397862499999995,8.5456399,497.9770202636719
1714825380459000,47.3978647,8.5456401,497.98101806640625
1714825380511000,47.3978669,8.5456401,497.97601318359375
1714825380563000,47.3978689,8.5456399,497.9940185546875
1714825380615000,47.3978709,8.5456398,497.9930114746094
1714825380667000,47.3978726,8.5456399,497.9790344238281
1714825380719000,47.3978743,8.5456399,497.9820251464844
1714825380771000,47.397875899999995,8.5456401,497.988037109375
1714825380823000,47.3978773,8.5456401,497.9940185546875
1714825380875000,47.3978786,8.5456402,498.01202392578125
1714825380927000,47.3978798,8.5456401,498.010009765625
1714825380979000,47.3978809,8.5456401,498.0080261230469
1714825381031000,47.397881899999994,8.5456402,498.0060119628906
1714825381083000,47.3978828,8.5456402,498.00103759765625
1714825381135000,47.3978837,8.545640299999999,498.00701904296875
1714825381187000,47.397884499999996,8.5456404,498.00201416015625
1714825381239000,47.3978852,8.5456404,498.0060119628906
1714825381291000,47.3978858,8.5456404,498.0050354003906
1714825381343000,47.3978865,8.5456404,497.99102783203125
1714825381395000,47.397886899999996,8.5456406,497.9900207519531
1714825381447000,47.397887399999995,8.5456405,498.00103759765625
1714825381499000,47.3978879,8.5456407,498.0050354003906
1714825381551000,47.3978883,8.5456408,497.99700927734375
1714825381603000,47.397888599999995,8.5456409,497.9870300292969
1714825381655000,47.3978888,8.5456408,497.9940185546875
1714825381707000,47.3978891,8.5456408,497.9850158691406
1714825381759000,47.397889199999995,8.5456409,497.9790344238281
1714825381811000,47.3978894,8.5456408,497.9730224609375
1714825381863000,47.3978896,8.5456409,497.9590148925781
1714825381915000,47.3978895,8.5456409,497.9720153808594
1714825381967000,47.3978894,8.5456412,497.9770202636719
1714825382019000,47.3978894,8.5456414,497.98101806640625
1714825382071000,47.3978895,8.5456415,497.97003173828125
1714825382123000,47.3978894,8.5456414,497.97503662109375
1714825382175000,47.397889199999995,8.5456417,497.9770202636719
1714825382227000,47.397889,8.5456416,497.9800109863281
1714825382279000,47.3978889,8.5456417,497.98602294921875
1714825382331000,47.3978888,8.545641999999999,497.9930114746094
1714825382383000,47.397888599999995,8.5456419,497.9830322265625
1714825382435000,47.3978885,8.5456419,497.9800109863281
1714825382487000,47.3978883,8.545641999999999,497.9720153808594
1714825382539000,47.397888099999996,8.545642299999999,497.97003173828125
1714825382591000,47.3978878,8.5456425,497.97503662109375
1714825382643000,47.3978877,8.545642899999999,497.9870300292969
1714825382695000,47.3978876,8.5456434,497.9740295410156
1714825382747000,47.3978872,8.5456436,497.97503662109375
1714825382799000,47.397887,8.5456442,497.9540100097656
1714825382851000,47.397886799999995,8.5456446,497.9540100097656
1714825382903000,47.3978866,8.5456452,497.96002197265625
1714825382955000,47.3978864,8.545645799999999,497.9790344238281
1714825383007000,47.397886299999996,8.5456462,497.9820251464844
1714825383059000,47.397886,8.5456469,497.97802734375
