timestamp,yaw_odo,roll_odo,pitch_odo
1133425843000,-1.2135628461837769,0.187188982963562,-0.315310537815094
1133425851000,-1.2096275091171265,0.1871940791606903,-0.313638299703598
1133425863000,-1.2089617252349854,0.18857300281524658,-0.31760716438293457
1133425871000,-1.2067997455596924,0.19080564379692078,-0.3183627128601074
1133425883000,-1.2020562887191772,0.1890030950307846,-0.31537285447120667
1133425891000,-1.1981950998306274,0.18827253580093384,-0.3094708323478699
1133425903000,-1.1969047784805298,0.18512339890003204,-0.30251920223236084
1133425911000,-1.1952426433563232,0.18344222009181976,-0.3116157352924347
1133425923000,-1.1880861520767212,0.1875745952129364,-0.3542287051677704
1133425931000,-1.1897391080856323,0.18415366113185883,-0.3862593173980713
1133425943000,-1.1845118999481201,0.1675560623407364,-0.4174817204475403
1133425951000,-1.1812244653701782,0.14909933507442474,-0.44360923767089844
1133425963000,-1.1769202947616577,0.11599736660718918,-0.5142530798912048
1133425971000,-1.175558090209961,0.0858432725071907,-0.5984669923782349
1133425983000,-1.1740435361862183,0.03550310805439949,-0.7502163648605347
1133425991000,-1.1724092960357666,1.6179323210963048e-05,-0.8580784201622009
1133426003000,-1.1699557304382324,-0.05912642180919647,-1.046225905418396
1133426011000,-1.1620601415634155,-0.10438810288906097,-1.1959319114685059
1133426023000,-1.153096318244934,-0.16084720194339752,-1.4498649835586548
1133426031000,-1.1469943523406982,-0.19369828701019287,-1.6397408246994019
1133426043000,-1.1388496160507202,-0.24845561385154724,-1.9522067308425903
1133426051000,-1.1392678022384644,-0.28927820920944214,-2.1792054176330566
1133426063000,-1.1317527294158936,-0.3520495891571045,-2.554067611694336
1133426071000,-1.1253713369369507,-0.3890337646007538,-2.817624807357788
1133426083000,-1.1196098327636719,-0.43949463963508606,-3.229459762573242
1133426091000,-1.114076018333435,-0.4721628427505493,-3.524040460586548
1133426103000,-1.107191801071167,-0.5159804821014404,-3.982625961303711
1133426111000,-1.102374792098999,-0.5406097769737244,-4.295190811157227
1133426123000,-1.09383225440979,-0.5681334137916565,-4.7713623046875
1133426131000,-1.0901134014129639,-0.5847215056419373,-5.099293231964111
1133426143000,-1.0798650979995728,-0.6090345978736877,-5.617324352264404
1133426151000,-1.0698860883712769,-0.6209530830383301,-5.972053527832031
1133426163000,-1.0539648532867432,-0.6383896470069885,-6.502345085144043
1133426171000,-1.0519922971725464,-0.6474599242210388,-6.8585991859436035
1133426183000,-1.0445953607559204,-0.6521459221839905,-7.407075881958008
1133426191000,-1.0397292375564575,-0.6491426825523376,-7.778855800628662
1133426207000,-1.0362638235092163,-0.6373075246810913,-8.528603553771973
1133426211000,-1.0357422828674316,-0.6333818435668945,-8.718265533447266
1133426223000,-1.0311709642410278,-0.6220473647117615,-9.2880277633667
1133426231000,-1.0307189226150513,-0.6163778305053711,-9.6611967086792
1133426243000,-1.027653455734253,-0.5906805396080017,-10.221132278442383
1133426251000,-1.0200821161270142,-0.5691090226173401,-10.599777221679688
1133426263000,-1.0146427154541016,-0.529385507106781,-11.174537658691406
1133426271000,-1.0104225873947144,-0.5091649293899536,-11.550098419189453
1133426283000,-1.007220983505249,-0.4681863784790039,-12.11083698272705
1133426291000,-1.0029531717300415,-0.4409371614456177,-12.488187789916992
